domain,aws_networks_size,aws_network_labels,domain_alexa_rank
mararun.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",351885.0
huorong.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",34292.0
zkytech.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",455012.0
xdg.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",965370.0
longcai.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",58754.0
nuxefx.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",709923.0
ubox.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",62770.0
xszz.org,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",614761.0
topchinatravel.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",225223.0
mituo.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",28352.0
geekworm.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",810545.0
taofont.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",101600.0
chaoxing.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",35949.0
newlifeled.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",55895.0
cread.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",79517.0
91lai.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",98625.0
uiu.edu,16,"['EC2 (eu-west-1)', 'EC2 (ap-southeast-2)', 'EC2 (us-east-1)']",115526.0
soyoung.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",26643.0
alihuda.com,16,['EC2 (eu-west-1)'],890588.0
huiontablet.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",115867.0
gamesir.hk,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",176532.0
hooppay.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",55790.0
book118.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",6561.0
nd.com.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",62599.0
liuxue86.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",8711.0
itedou.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",58672.0
stdaily.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",101503.0
alexa100.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",7883.0
qudong.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",101201.0
hnzxyy.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",58620.0
acfun.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",2461.0
htu.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",497079.0
hellowallpaper.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",777129.0
rocketpunch.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",706953.0
yeastar.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",349695.0
vdolady.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",46150.0
jhun.edu.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",100244.0
ourocg.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",67819.0
68design.net,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",58089.0
trustdice.win,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",484801.0
yzu.edu.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",59109.0
hobbyboss.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",224878.0
ibaotu.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",9773.0
sellingexpress.net,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",51099.0
fucosoft.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",466116.0
e-to-china.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",569515.0
xidibuy.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",62827.0
xiumi.us,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",3528.0
smoant.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",178185.0
jianzhimao.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",55822.0
dashgame.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",99355.0
tbdress.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",194007.0
topys.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",28785.0
gyyx.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",53773.0
finexbox.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",126281.0
jxufe.edu.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",44606.0
tvhome.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",53845.0
shinetour.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",101392.0
shoudian.org,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",34306.0
baijingapp.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",299480.0
ppkao.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",19131.0
themepark.com.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",101645.0
bodor.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",118575.0
liepin.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",2430.0
jpgoodbuy.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",43567.0
codeceo.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",67421.0
dragonest.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",784658.0
middlebury.edu,16,"['EC2 (us-west-2)', 'EC2 (us-gov-west-1)', 'EC2 (us-east-1)']",44725.0
1more.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",160180.0
just.edu.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",32176.0
99.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",13381.0
wdlinux.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",68046.0
yaodaojiao.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",22026.0
52pk.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",2735.0
daoxila.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",788261.0
xuetangx.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",10715.0
artxun.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",58350.0
5173.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",6602.0
studygolang.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",16115.0
hunliji.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",31439.0
dadajiasu.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",75993.0
zbj.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",10371.0
szcw.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",67967.0
wuyou.net,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",12354.0
flightclub.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",62393.0
jingyangchun.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",58692.0
zujuan.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",21242.0
sankuanz.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",380476.0
86mall.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",71192.0
wkzf.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",13637.0
xixik.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",793867.0
zazhipu.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",56075.0
chinatungsten.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",406392.0
zhenai.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",36152.0
njfu.edu.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",191925.0
4399.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",703.0
zoosk.com,16,['EC2 (us-west-2)'],5024.0
jyb.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",100360.0
youzan.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",3941.0
upex.io,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",686453.0
ebuy7.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",183585.0
asce.org,16,"['EC2 (us-west-2)', 'EC2 (us-east-1)']",202245.0
diyidan.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",81508.0
steamrepcn.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",101505.0
qj.com.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",288.0
yhnkzq.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",62845.0
jsbc.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",83458.0
uniqueway.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",488390.0
dear-lover.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",234172.0
bitbank.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",67350.0
keke289.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",100398.0
snoppa.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",710994.0
siteserver.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",58926.0
okoer.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",67815.0
pooi.moe,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",982452.0
lightinthebox.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",4197.0
e2esoft.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",586110.0
zhaoshang100.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",59115.0
appareluae.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)']",532682.0
muks-store.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",427523.0
bit-z.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",36729.0
storedogdog.net,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",169067.0
aapig.com.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",98672.0
shopex.cn,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",40814.0
makecustomgifts.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",313576.0
mangapark.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",950523.0
19lou.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",4830.0
ipaylinks.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",346610.0
gdrc.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",17683.0
apdnews.com,16,"['EC2 (eu-central-1)', 'EC2 (us-east-1)', 'EC2 (sa-east-1)', 'EC2 (ap-southeast-1)', 'EC2 (ap-southeast-2)', 'EC2 (ap-northeast-1)']",97518.0
